journal	paper	url	size_in_kb	author
IJHS-50-2015-Issue-4	Books Received for Review and	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol50_2015_4_Art12.pdf	112.0	Announcements
IJHS-50-2015-Issue-4	Cumulative Index	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol50_2015_4_Art13.pdf	143.0	Year 2015
IJHS-50-2015-Issue-4	Annual Contents	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol50_2015_4_Art14.pdf	118.0	Volume 50.1-4 (2015)
IJHS-51-2016-Issue-1	Contents	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_1_Art01.pdf	118.0	Contents
IJHS-51-2016-Issue-1	Editorial: Tradition & Methodology of Knowledge Production	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_1_Art02.pdf	180.0	A K Bag
IJHS-51-2016-Issue-1	Guest Editorial	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_1_Art03.pdf	70.0	Rajan Gurukkal
IJHS-51-2016-Issue-1	An Introductory Outline of Knowledge Production in Pre-colonial India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_1_Art04.pdf	182.0	Rajan Gurukkal
IJHS-51-2016-Issue-1	Metallurgy of Zinc, High-tin Bronze and Gold in Indian Antiquity: Methodological Aspects	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_1_Art05.pdf	484.0	Sharada Srinivasan
IJHS-51-2016-Issue-1	Carakas Approach to Knowledge	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_1_Art06.pdf	231.0	M S Valiathan
IJHS-51-2016-Issue-1	Origins and Growth of Ayurvedic Knowledge	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_1_Art07.pdf	186.0	M R Raghava Varier
IJHS-51-2016-Issue-1	Knowledge Generation in Ayurveda: Methodological Aspects	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_1_Art08.pdf	193.0	S N Venugopalan Nair and Darshan Shankar
IJHS-51-2016-Issue-1	What is Indian about Indian Mathematics?	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_1_Art09.pdf	385.0	P P Divakaran
IJHS-51-2016-Issue-1	Heliacal Rising of Canopus in Indian Astronomy	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_1_Art10.pdf	476.0	S Balachandra Rao, Rupa K and Padmaja Venugopal
IJHS-51-2016-Issue-1	Inference as a Means of Valid Knowledge in Indian Epistemological Tradition	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_1_Art11.pdf	144.0	C Rajendran
IJHS-51-2016-Issue-1	Debate as a Methodology of Knowledge Production in Pre-Modern India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_1_Art12.pdf	150.0	A Raghuramaraju
IJHS-51-2016-Issue-1	Translation as Method: Implications for History of Science	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_1_Art13.pdf	174.0	Sundar Sarukkai
IJHS-51-2016-Issue-1	In Search of the Beginnings and Growth of Knowledge Production in Tamil	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_1_Art14.pdf	182.0	R Champakalakshmi
IJHS-51-2016-Issue-1	A Note on Grammatical Knowledge in Early Tamilakam	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_1_Art15.pdf	155.0	Y Subbarayalu
IJHS-51-2016-Issue-1	Body Centric Knowledge: Traditions of Performance and Pedagogy in Kathakali	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_1_Art16.pdf	192.0	Mundoli Narayanan
IJHS-51-2016-Issue-1	The Polysemy of the Prabandha – Reading a Premodern Musical Genre	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_1_Art17.pdf	412.0	Naresh Keerthi
IJHS-51-2016-Issue-1	From the Mythology of Vastusastra to the Methodology of Vastuvidya	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_1_Art18.pdf	620.0	RV Achari
IJHS-51-2016-Issue-2A	Contents	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_2_1_Art00.pdf	87.0	
IJHS-51-2016-Issue-2A	Agricultural Practices as gleaned from the Tamil Literature of the Sangam Age	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_2_1_Art01.pdf	468.0	T M Srinivasan
IJHS-51-2016-Issue-2A	Combinatorics as Found in the Gommatsara of Nemichandra	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_2_1_Art02.pdf	704.0	Dipak Jadhav and Anupam Jain
IJHS-51-2016-Issue-2A	Records of Vyatipata in Stone Inscriptions	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_2_1_Art03.pdf	433.0	B S Shylaja and Geetha Kydala
IJHS-51-2016-Issue-2A	Pathophysiology and Treatment of Urolithiasis in Unani Medicine	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_2_1_Art04.pdf	181.0	I Mohammed Tabarak Hussain, Ghufran Ahmed, Nasreen
IJHS-51-2016-Issue-2A	Techno-Engineering Education and the Railways in Colonial India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_2_1_Art05.pdf	142.0	Debashis Mandal
IJHS-51-2016-Issue-2A	Sahib Singh Sokhey (1887-1971): An Eminent Medico-Pharmaceutical Professional	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_2_1_Art06.pdf	316.0	Harkishan Singh
IJHS-51-2016-Issue-2A	Historical Notes: Revisiting the Calendar Tradition of Ancient India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_2_1_Art07.pdf	413.0	BN Narhari Achar
IJHS-51-2016-Issue-2A	Historical Notes: Genesis and Progress in Concepts of Preventive Cardiology: A Historical Overview	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_2_1_Art08.pdf	178.0	Sukta Das
IJHS-51-2016-Issue-2A	Historical Notes: Girish Chandra Bose and Agricultural Journalism	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_2_1_Art09.pdf	119.0	CB Palit
IJHS-51-2016-Issue-2A	Historical Notes: Radhanath Sikdar and the Final Phase of Measuring Peak XV	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_2_1_Art10.pdf	128.0	Ashish Lahiri
IJHS-51-2016-Issue-2A	Book Review: Flood Finbarr B—Objects of Translation – Material Culture and Medieval “Hindu-Muslim	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_2_1_Art11.pdf	122.0	Madhvendra Narayan
IJHS-51-2016-Issue-2A	Project Report: Study of Indus Valley Scripts through Linguistic and Markov Chain Methods	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_2_1_Art12.pdf	1368.0	Niladri Sarkar
IJHS-51-2016-Issue-2A	Project Report: English Translation of Second part of Siddhanta Sekhara of Sripati	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_2_1_Art13.pdf	138.0	Sripad Bhat
IJHS-51-2016-Issue-2B	Contents	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_2_2_Art00.pdf	81.0	
IJHS-51-2016-Issue-2B	Editorial	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_2_2_Art01.pdf	81.0	D Balasubramanian and AK Bag
IJHS-51-2016-Issue-2B	Guest Editorial	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_2_2_Art02.pdf	73.0	Partha P Majumder
IJHS-51-2016-Issue-2B	Iconic Flora of Heritage Significance in India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_2_2_Art03.pdf	2076.0	H Y Mohan Ram
IJHS-51-2016-Issue-2B	The Holy Basil (Ocimum sanctum L.) and its Genome	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_2_2_Art04.pdf	222.0	Ajit K Shasany
IJHS-51-2016-Issue-2B	Genome and Evolution of the Sacred Lotus	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_2_2_Art05.pdf	112.0	Partha P Majumder
IJHS-51-2016-Issue-2B	Decoded Rice Genome for Decipherment of Origin, Domestication and Functional Attributes of Rice	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_2_2_Art06.pdf	89.0	Akhilesh K Tyagi
IJHS-51-2016-Issue-2B	Origin, Diversity and Genome Sequence of Mango (Mangifera indica L.)	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_2_2_Art07.pdf	738.0	Nagendra K Singh, Ajay K Mahato et al.,
IJHS-51-2016-Issue-2B	Iconic Fauna of Heritage Significance in India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_2_2_Art08.pdf	321.0	Raman Sukumar
IJHS-51-2016-Issue-2B	Genetic Structure of the Wild Populations of the Indian Rhinoceros (Rhinoceros unicornis)	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_2_2_Art09.pdf	346.0	Samuel Zschokke
IJHS-51-2016-Issue-2B	Gene flow and Evolutionary History of Tigers in Central India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_2_2_Art10.pdf	90.0	Sandeep Sharma
IJHS-51-2016-Issue-2B	Evolutionary History and Population Genetic Structure of Asian Elephants in India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_2_2_Art11.pdf	711.0	T N C Vidya
IJHS-51-2016-Issue-2B	The Dazzling Diversity and the Fundamental Unity: Peopling and the Genomic Structure of Ethnic India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_2_2_Art12.pdf	146.0	Analabha Basu
IJHS-51-2016-Issue-2B	Historical Note: Medical Genetics in Classical Ayurvedic Texts: A Critical Review	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_2_2_Art13.pdf	239.0	P Ram Manohar
IJHS-51-2016-Issue-2B	Historical Note: History and Development of Genetics Research in India: Three case studies	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_2_2_Art14.pdf	264.0	DP Kasbekar
IJHS-51-2016-Issue-3	Contents	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_3_Art00.pdf	162.0	Contents
IJHS-51-2016-Issue-3	Mud Plaster Wall Paintings of Bhaja Caves: Composition and Performance Characteristics	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_3_Art01.pdf	982.0	M Singh, S Vinodh Kumar and Sujata Waghmare
IJHS-51-2016-Issue-3	Role of Experiments in the Progress of Science: Lessons from our History	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_3_Art02.pdf	506.0	D P Roy
IJHS-51-2016-Issue-3	A Lahore Astrolabe of 1587 at Moscow: Enigmas in its Construction	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_3_Art03.pdf	1657.0	Sergei Maslikov and Sreeramula Rajeswara Sarma
IJHS-51-2016-Issue-3	Madras Lunatic Asylum: A Remarkable History in British India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_3_Art04.pdf	538.0	Saumitra Basu
IJHS-51-2016-Issue-3	Science, Science Literacy and Communication	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_3_Art05.pdf	1096.0	G S Rautela and Kanchan Chowdhury
IJHS-51-2016-Issue-3	Historical Note: On the Visibility of Agastya (Canopus) in India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_3_Art06.pdf	775.0	K Chandra Hari
IJHS-51-2016-Issue-3	Historical Note: The Nobel Laureate W.C. Roentgen and His X-Rays	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_3_Art07.pdf	289.0	Rajinder Singh
IJHS-51-2016-Issue-3	Historical Note: N C Rana: Life and His Contributions in Astrophysical Science	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_3_Art08.pdf	569.0	Utpal Mukhopadhyay and Saibal Ray
IJHS-51-2016-Issue-3	Project Report: Amarakosa – A Biological Assessment	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_3_Art09.pdf	439.0	S Sundara Rajan
IJHS-51-2016-Issue-3	Project Report: A Study on River Channel Modifications of Jorhat District of Assam	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_3_Art10.pdf	273.0	Raktim Ranjan Saikia and D Nurul Amin
IJHS-51-2016-Issue-3	Corrections and Additions: Survey of Zijes Written in the Subcontinent	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_2016_3_Art11.pdf	225.0	S. M. Razaullah Ansari
IJHS-51-2016-Issue-4	Contents	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_4_2016_Contents.pdf	93.0	Contents
IJHS-51-2016-Issue-4	Editorial	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_4_2016_Art01.pdf	177.0	AK Bag
IJHS-51-2016-Issue-4	Guest Editorial	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_4_2016_Art02.pdf	84.0	Lotika Vardarajan and Surajit Sarkar
IJHS-51-2016-Issue-4	An Indic Text on Earth Science: Sasanian to Post-Sasanian Period	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_4_2016_Art03.pdf	201.0	Daryoosh Akbarzadeh
IJHS-51-2016-Issue-4	Throne — Asandi, Pallanka, Simhasana: An Indian Perspective	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_4_2016_Art04.pdf	335.0	Anamika Pathak
IJHS-51-2016-Issue-4	The Hybrid Creatures in Iranian and Indian Art	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_4_2016_Art05.pdf	642.0	Katayoun Fekripour
IJHS-51-2016-Issue-4	Commonalities between Yajna Ritual in India and Yasna Ritual in Iran	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_4_2016_Art06.pdf	166.0	Azadeh Heidarpoor and Fariba Sharifian
IJHS-51-2016-Issue-4	Indian High-Tin Bronzes and the Grecian and Persian World	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_4_2016_Art07.pdf	676.0	Sharada Srinivasan
IJHS-51-2016-Issue-4	Vetikkampavidhi: A Malayalam Text on Pyrotechny	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_4_2016_Art08.pdf	224.0	Abhilash Malayil
IJHS-51-2016-Issue-4	Central Asia: A Melting Pot of Persian, Greek, Indian and Chinese Cultural Traditions	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_4_2016_Art09.pdf	644.0	Chhaya Bhattacharya-Haesner
IJHS-51-2016-Issue-4	Taxila – An Alternative Urbanisation Between the Silk Road and the Uttarapatha (the Northern Road)	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_4_2016_Art10.pdf	210.0	Surajit Sarkar
IJHS-51-2016-Issue-4	Buddhism in Khotan and Soghdiana	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_4_2016_Art11.pdf	137.0	Fariba Sharifian
IJHS-51-2016-Issue-4	Krsna Iconography in Khotan Carpets: Spread of Hindu Religious Ideas in Xinjiang, China, Fourth–Seve	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_4_2016_Art12.pdf	566.0	Zhang He
IJHS-51-2016-Issue-4	The Benaki Collection of Fustat Textiles - Analysis and Provenance	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_4_2016_Art13.pdf	593.0	Lotika Varadarajan
IJHS-51-2016-Issue-4	From Balkh to Baghdad: Indian Science and the Birth of the Islamic Golden Age in the Eighth Century	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_4_2016_Art14.pdf	529.0	Dominik Wujastyk
IJHS-51-2016-Issue-4	Books Received for Review & Announcements	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_4_2016_Art15.pdf	110.0	INSA
IJHS-51-2016-Issue-4	Cumulative Index	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol51_4_2016_Art16.pdf	135.0	Vol. 51.1-4 (2016)
IJHS-52-2017-Issue-1	Contents	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol52_1_2017_Art00.pdf	165.0	Contents
IJHS-52-2017-Issue-1	Some Features of the Solutions of Kuttaka and Vargaprakrti	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol52_1_2017_Art01.pdf	809.0	AK Bag
IJHS-52-2017-Issue-1	Ideas of Infinitesimal of Bhaskaracarya in Lilavati and Siddhantasiromani	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol52_1_2017_Art02.pdf	411.0	A B Padmanabha Rao
IJHS-52-2017-Issue-1	The Hospital transcends into Hospital Medicine: A Brief Journey through Ancient,  Medieval and Colonial India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol52_1_2017_Art03.pdf	620.0	Jayanta Bhattacharya
IJHS-52-2017-Issue-1	Amoebic Dysentery and Introduction of Emetine Source Carapichea ipecacacuanha into Indian Subcontinent	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol52_1_2017_Art04.pdf	349.0	Ramya Raman and Anantanarayanan Raman
IJHS-52-2017-Issue-1	Discovery of X-rays and its Impact in India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol52_1_2017_Art05.pdf	545.0	SC Roy
IJHS-52-2017-Issue-1	Historical Note: Ashutosh Mukherjee’s Contribution on Nineteenth Century Modern Mathematics: A Bird’s Eye View	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol52_1_2017_Art06.pdf	50.0	Sabitri Ray Chaudhuri
IJHS-52-2017-Issue-1	Historical Note: G N Ramachandran: A Nobel Prize Nominee and Nominator	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol52_1_2017_Art07.pdf	127.0	Rajinder Singh
IJHS-52-2017-Issue-1	Historical Note: Udoy Chand Dutt: Prominent Indian Materia Medica Promoters	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol52_1_2017_Art08.pdf	184.0	Harkishan Singh
IJHS-52-2017-Issue-1	Historical Note: Scientific Explorations and Commercial Sales of the Straw Mushroom  Volvariella volvacea (Bull.) Singer in Republican China:  A Brief Review	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol52_1_2017_Art09.pdf	269.0	Ruxia Wang, Hui Cao, Jingsong Zhang and Qi Tan
IJHS-52-2017-Issue-1	Book Review: Rao, A B Padmanabha (trans. and ed.) Bhaskaracarya&#8217;s Lilavati Part I &amp; II	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol52_1_2017_Art10.pdf	299.0	MS Sriram
IJHS-52-2017-Issue-1	Project Report: History of Neurodegenerative Diseases and its impact on Aged Population in India: An Assessment	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol52_1_2017_Art11.pdf	378.0	Saumitra Basu
IJHS-52-2017-Issue-2	Contents	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol52_2_2017__Contents.pdf	163.0	Contents
IJHS-52-2017-Issue-2	Angular Diameters (bimba) of the Sun, Moon and Earth’s Shadow-cone in Indian Astronomy: A Comparative Study	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol52_2_2017__Art01.pdf	579.0	S Balachandra Rao, M Shailaja and V Vanaja
IJHS-52-2017-Issue-2	Novel Proofs for Summations in the Nisrstarthaduti	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol52_2_2017__Art02.pdf	293.0	Aditya Kolachana, K Mahesh and K Ramasubramanian
IJHS-52-2017-Issue-2	Sundial for Time–keeping in Jaisalmer Fort	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol52_2_2017__Art03.pdf	636.0	Aalok Pandya, Tej Bahadur and Sandip Bhattachar
IJHS-52-2017-Issue-2	Edward Blyth and the Asiatic Society	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol52_2_2017__Art04.pdf	343.0	Aparajita Basu
IJHS-52-2017-Issue-2	Central Weaving Institute, Banaras: A Cultural Encounter between the Native and the Modern Form of Instructional Practices	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol52_2_2017__Art05.pdf	368.0	Prakrati Bhargava
IJHS-52-2017-Issue-2	The History of Colonial Science and Medicine in British India: Centre-Periphery Perspective	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol52_2_2017__Art06.pdf	326.0	Rahul Bhaumik
IJHS-52-2017-Issue-2	Historical Note:Cause of Sunrise, Sunset from Jnanesvari and its comparison to Aryabhatiya	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol52_2_2017__Art07.pdf	344.0	Anand Dabak
IJHS-52-2017-Issue-2	Historical Note: Allusions of Rasayanasastra in Telugu Literature	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol52_2_2017__Art08.pdf	542.0	Iragavarapu Suryanarayana
IJHS-52-2017-Issue-2	Historical Note: General Scientific Societies in British India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol52_2_2017__Art09.pdf	467.0	B K Sen
IJHS-52-2017-Issue-2	Historical Note: Syamadas Mukhopadhyay (1866-1937): A Reputed Geometrician of India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol52_2_2017__Art10.pdf	289.0	Purabi Mukherji and Mala Bhattacharjee
IJHS-52-2017-Issue-2	Book Review: Gauhar Raza, R Gopichandran, Gurdeep S Sappal and TV Venkateswaran (editors) : Moments of Eureka- Life & Works of Selected Indian Scientists	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol52_2_2017__Art12.pdf	158.0	Kankan Bhattacharyya
IJHS-52-2017-Issue-2	Book Review: B S Shylaja and V S S Sastry : Jantar Mantar Observatories of Jai Singh	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol52_2_2017__Art13.pdf	236.0	S Balachandra Rao
IJHS-52-2017-Issue-2	Project Report: History of High Tin Bronze and Brass of Eastern India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol52_2_2017__Art11.pdf	1004.0	Pranab K Chattopadhayay
